STP,2019 CCG code,2019 CCG name,Status,2019 ward name,2019 ward code,IMD: % of population living in areas rated as among the nation's most deprived,Income: % of population living in areas rated as among the nation's most deprived,Employment: % of population living in areas rated as among the nation's most deprived,Education: % of population living in areas rated as among the nation's most deprived,Health Deprivation & Disability: % of population living in areas rated as among the nation's most deprived,Crime: % of population living in areas rated as among the nation's most deprived,Barriers to Housing & Services: % of population living in areas rated as among the nation's most deprived,Living Environment: % of population living in areas rated as among the nation's most deprived,Cheek by jowl?,Digital Vulnerability decile,Financial Vulnerability decile,No. people living alone,Capacity decile,Proportion of urban LSOAs,RUC,Classification
Norfolk and Waveney Health and Care Partnership,07J,NHS West Norfolk CCG,Priority,North Lynn,E05012342,0.9178911779825221,0.8131539404484164,0.7177824350508126,1,0.8819941476531297,0.49216457748428166,0.14375617857566528,0.24567993989481593,No,2,1,770,3,1,Urban,Urban city and town
Norfolk and Waveney Health and Care Partnership,07J,NHS West Norfolk CCG,Priority,South & West Lynn,E05012345,0.3389535894316009,0.3389535894316009,0.3389535894316009,0.8928032971355905,0.27561089408729533,0,0,0.3479923518164436,No,5,3,497,3,1,Urban,Urban city and town
Norfolk and Waveney Health and Care Partnership,07J,NHS West Norfolk CCG,Priority,St. Margaret's with St. Nicholas,E05012343,0.6773597455176402,0.4372382880277616,0.6833632157316367,0.6533458646616541,0.9426147098515519,0.6243724696356275,0,0.24133265856950067,No,2,3,1250,3,1,Urban,Urban city and town
Norfolk and Waveney Health and Care Partnership,07J,NHS West Norfolk CCG,Priority,"Tilney, Mershe Lande & Wiggenhall",E05012350,0.1503982480780603,0.06841458456534594,0.10791737507392073,0.24846152424600823,0.3232915065050265,0,0.304099829982259,0.7589698218509757,No,3,7,438,3,0,Rural,Rural village
Norfolk and Waveney Health and Care Partnership,07J,NHS West Norfolk CCG,Priority,"Walsoken, West Walton & Walpole",E05012352,0.2582129084382105,0.05112359550561797,0.08146067415730338,0.43283039454943734,0.349074220604526,0.06114516787299787,0.7161726122554368,0.2811008570643256,No,3,6,521,3,0.25,Rural,Rural village
Norfolk and Waveney Health and Care Partnership,06V,NHS North Norfolk CCG,Exemplar,Bacton,E05011834,0.2064492500403204,0,0,0.1879079081769797,0,0,0.9265624159991399,0.7273755443255738,No,3,8,331,8,0,Rural,Rural village
Norfolk and Waveney Health and Care Partnership,06V,NHS North Norfolk CCG,Exemplar,Happisburgh,E05011841,0.23947368421052626,0,0,0,0,0,1,1,No,5,9,292,8,0,Rural,Rural village
Norfolk and Waveney Health and Care Partnership,06V,NHS North Norfolk CCG,Exemplar,Cromer Town,E05011838,0.3246021394594357,0.1788865385036936,0.5711299020145115,0.10272583791841117,0.4437027335101602,0,0.4215896885069817,0.2394835485214494,No,2,8,1012,8,0,Rural,Rural town and fringe
Norfolk and Waveney Health and Care Partnership,06W,NHS Norwich CCG,Exemplar,Wensum,E05012913,0.6320801783806382,0.6099886189436522,0.5245373252194918,0.6986979142472244,0.7050657314070702,0.4631720629906628,0,0.056670228085659864,No,4,3,1745,8,1,Urban,Urban city and town
Norfolk and Waveney Health and Care Partnership,06W,NHS Norwich CCG,Exemplar,Crome,E05012903,0.5452860044715285,0.5476122215851257,0.5328208410562764,0.774150254023709,0.7038699167477853,0.32183003747016387,0,0,No,1,3,1764,8,1,Urban,Urban city and town
Norfolk and Waveney Health and Care Partnership,06W,NHS Norwich CCG,Exemplar,Mancroft,E05012906,0.679327200861435,0.6473582440382394,0.8061413357495535,0.31755403666351506,0.870522441958189,0.6334186889379135,0,0.018669568757222393,No,5,5,2469,8,1,Urban,Urban city and town
Norfolk and Waveney Health and Care Partnership,06W,NHS Norwich CCG,Exemplar,Lakenham,E05012905,0.5251025108127844,0.6128225579958434,0.548501657024097,0.7103328090771218,0.6936092231646351,0.04374571701398639,0,0.01016542155816434,No,2,3,1762,8,1,Urban,Urban city and town
Norfolk and Waveney Health and Care Partnership,06W,NHS Norwich CCG,Exemplar,Bowthorpe,E05012901,0.48567563803668323,0.45831897707813235,0.4125340423776021,0.5586300006189523,0.7021655594297386,0.3019272627865233,0.3618374631207576,0,No,4,3,1064,8,1,Urban,Urban city and town
Norfolk and Waveney Health and Care Partnership,06W,NHS Norwich CCG,Exemplar,Mile Cross,E05012907,0.7799424812371312,0.7605674006200942,0.7109987913416108,0.88917128074793506,0.8277014470459528,0.6197598926061637,0,0.10528728328946174,No,2,2,1556,8,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",06F,NHS Bedfordshire CCG,Priority,Castle,E05008753,0.5335397316821465,0.5054169382434415,0.49173557927326056,0.3846776383683667,0.5335397316821465,0.8290763673890609,0.05548551137906684,0.4358705393514746,No,8,4,1851,10,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",06F,NHS Bedfordshire CCG,Priority,Cauldwell,E05008754,0.3635400951190425,0.3922482290903343,0.31260255470781784,0.3883158277895119,0.29037314826788513,0.21732953048742515,0.2904356509619667,0.28809599072756964,No,6,3,1022,10,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",06F,NHS Bedfordshire CCG,Priority,Harpur,E05008761,0.40270999453194006,0.3067794929726416,0.5241135433629169,0.18015304558919848,0.6742673701035325,0.36307647472374277,0,0.3646811400003605,No,5,5,1666,10,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",06F,NHS Bedfordshire CCG,Priority,Kempston North,E05008764,0.2596099262022545,0.2164747384640337,0.32544873354418397,0.35866582867028896,0.24523153028951422,0.0905313167355986,0.8064066174681696,0,No,5,4,373,10,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",06F,NHS Bedfordshire CCG,Priority,Kingsbrook,E05008768,0.27232387710518563,0.36276435864462453,0.2579520629657747,0.47439458965340925,0.02343398974327191,0.234103362616137,0.33129644836259026,0,No,4,3,1053,10,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",06F,NHS Bedfordshire CCG,Priority,Parkside,E05008800,0.3420008932125554,0.36803124302177687,0.31597054340333397,0.7232944009165138,0.08825910931174086,0.674419654559753,0,0,No,8,2,494,9,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",06F,NHS Bedfordshire CCG,Priority,Queens Park,E05008772,0.17025480499730816,0.35588005128290506,0.20988583448497866,0.5764931151034816,0.09157217624891077,0.1375389200619391,0,0.10119132852694845,No,5,3,617,10,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",06P,NHS Luton CCG,Priority,Biscot,E05002194,0.4896132951340138,0.5785870362640559,0.22542231118531725,0.5235853919224882,0.19678199193007753,0.26996388772941726,0.547504079231966,0.3476319900327603,No,6,3,829,3,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",06P,NHS Luton CCG,Priority,Dallow,E05002198,0.3857575607934396,0.506992904474286,0.15672624356881176,0.6208210007808472,0.2380422336554457,0.21343350606622694,0.6666187767548231,0.2440660232649294,No,6,3,771,3,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",06P,NHS Luton CCG,Priority,Farley,E05002199,0.6177803692359569,0.5212926871369561,0.4166720190759868,0.41909224476032575,0.4694721989169399,0.5173131039023078,0.832007273924266,0.03475847921993986,No,6,3,1252,3,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",06P,NHS Luton CCG,Priority,Lewsey,E05002203,0.31686563576636484,0.4098543470285359,0.3314243966618734,0.20216982444895185,0.3870521086788761,0.16002534378571215,0.18030416759790668,0.08651255171017841,No,5,3,1287,3,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",06P,NHS Luton CCG,Priority,Northwell,E05002205,0.6016755446016855,0.6594354560873483,0.5520054857688027,0.6430937615943181,0.44047145810144694,0.3606743917951979,0.7236613531563046,0,No,5,3,761,3,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",06P,NHS Luton CCG,Priority,Saints,E05002207,0.16937325119955737,0.21628490064862982,0.10647069462619553,0.31506902996322417,0.268557055667266,0.08176584071863506,0.19837026870795338,0.1926311888473964,No,7,3,711,3,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",06P,NHS Luton CCG,Priority,South,E05002208,0.5174299047910041,0.26020520521963214,0.05997316391916314,0.4409624957843428,0.41595622634547924,0.809192726874418,0.7741160091202319,0.5114981508758477,No,8,3,2698,3,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",04F,NHS Milton Keynes CCG,Exemplar,Bletchley East,E05009406,0.39996457978601746,0.4247644476352639,0.2888807530051589,0.4747047256601184,0.21809575846908433,0.5258273717248214,0.555948848763628,0,No,8,1,1571,4,1,Urban,Urban city and town
"Bedfordshire, Luton and Milton Keynes",04F,NHS Milton Keynes CCG,Exemplar,Woughton & Fishermead,E05009424,0.623300840053666,0.6045156868938298,0.612658180163838,0.6819520308782747,0.5228254664630524,0.40773565113576754,0.9442084399458701,0,No,7,1,1719,4,1,Urban,Urban city and town
"Humber, Coast and Vale",03K,NHS North Lincolnshire CCG,Priority,Town,E05001744,0.5299826066596424,0.4788027026575017,0.3907271754218721,0.5932107437325439,0.3941188767915977,0.6233028949877075,0,0.2830891575936983,No,3,1,1155,5,1,Urban,Urban city and town
"Humber, Coast and Vale",03M,NHS Scarborough and Ryedale CCG,Priority,Eastfield,E05012377,0.7314843507902076,0.7314843507902076,0.7314843507902076,0.808505944905648,0.7372926622412865,0.2658665372759447,0,0,No,3,1,683,4,1,Urban,Urban city and town
"Humber, Coast and Vale",03M,NHS Scarborough and Ryedale CCG,Priority,Falsgrave & Stepney,E05012379,0.3996546301457122,0.3650121426865196,0.5219513894418345,0.27029752899646997,0.6067265838575259,0,0.04395785227061602,0.5387189133954402,No,2,3,1310,4,1,Urban,Urban city and town
"Humber, Coast and Vale",03F,NHS Hull CCG,Exemplar,University,E05011544,0.38911406467425225,0.43347783014275976,0.33304319442933306,0.3780231233071254,0.4206145600100785,0.6359719748724438,0.1800840639298169,0.27048199325427047,No,2,1,1099,3,1,Urban,Urban city and town
"Humber, Coast and Vale",03F,NHS Hull CCG,Exemplar,Avenue,E05011525,0.4708656405299943,0.33470171591786096,0.3534166889060392,0.15824653967383856,0.42534513101995775,0.8160071190034837,0,0.8794710154858161,No,6,2,2410,3,1,Urban,Urban city and town
"Humber, Coast and Vale",03F,NHS Hull CCG,Exemplar,Beverley & Newland,E05011526,0.2893991618939468,0.059533147773279345,0.040001357756492543,0.26869985558408216,0.397691196800632,0.5548516651031894,0.030069986175570246,0.8653514429248543,No,4,2,1971,3,1,Urban,Urban city and town
"Humber, Coast and Vale",03F,NHS Hull CCG,Exemplar,Longhill & Bilton Grange,E05011535,0.8367715030329447,0.8192946133449566,0.8471098488976064,0.8927334186916566,0.78524572300316,0.5742969289164941,0,0.09356203007518796,No,1,1,1724,3,1,Urban,Urban city and town
"Humber, Coast and Vale",03F,NHS Hull CCG,Exemplar,Orchard Park,E05011539,0.9266814314022613,0.9266814314022613,0.9266814314022613,0.89812593174275,0.9226541554959785,0.8985570640670916,0.23835099171170726,0.21327997987742406,No,1,1,1983,3,1,Urban,Urban city and town
"Humber, Coast and Vale",03F,NHS Hull CCG,Exemplar,North Carr,E05011538,0.6448156743785652,0.6602329020682436,0.6251556937397715,0.6623542785428013,0.6421650180210576,0.6419641533886841,0.4579016740821558,0,No,3,1,1437,3,1,Urban,Urban city and town
"Humber, Coast and Vale",03F,NHS Hull CCG,Exemplar,West Carr,E05011545,0.5263620386643234,0.5263620386643234,0.5263620386643234,0.5571185913337425,0.5371378898596547,0.6536999352511331,0.3119493192960032,0.11098355210601996,No,1,1,1463,3,1,Urban,Urban city and town
"Humber, Coast and Vale",03F,NHS Hull CCG,Exemplar,Newington & Gipsyville,E05011537,0.7946891735616834,0.7227509740215041,0.7457915731651913,0.8652320786926773,0.6902411993887413,0.9042712391756268,0,0.7325643267205418,No,3,1,1884,3,1,Urban,Urban city and town
"Humber, Coast and Vale",03F,NHS Hull CCG,Exemplar,Drypool,E05011531,0.5973984139204693,0.5747105806335816,0.5618306512939443,0.5747105806335816,0.5364061459400993,0.5613184108975661,0,0.6928116306201203,No,2,1,2285,3,1,Urban,Urban city and town
"Humber, Coast and Vale",03F,NHS Hull CCG,Exemplar,Pickering,E05011540,0.5819839866622746,0.592523747739511,0.6030635088167474,0.6201356629535263,0.6665171998843704,0.5187454201988558,0.03585959085989335,0,No,1,2,1254,3,1,Urban,Urban city and town
"Humber, Coast and Vale",03F,NHS Hull CCG,Exemplar,Southcoates,E05011542,0.5730293457007579,0.5078331286459932,0.49080623919331645,0.625225021411373,0.5399190811693033,0.5851285894349013,0,0.6536021605287398,No,1,1,1775,3,1,Urban,Urban city and town
"Humber, Coast and Vale",03F,NHS Hull CCG,Exemplar,Ings,E05011533,0.30181810186957464,0.3466695291403267,0.319840822323156,0.29133394721322664,0.37804543056087236,0.12121662028079828,0,0.20569511551633157,No,1,1,1357,3,1,Urban,Urban city and town
"Humber, Coast and Vale",02Y,NHS East Riding of Yorkshire CCG,Exemplar,South East Holderness,E05001707,0.3221140059450953,0.320375065570904,0.3829807658681587,0.30998338870431896,0.23323832837908723,0.32959223640496593,0.32161216995978315,0.19381815002622838,No,2,3,1871,8,0,Rural,Rural town and fringe
"Humber, Coast and Vale",02Y,NHS East Riding of Yorkshire CCG,Exemplar,Goole South,E05001697,0.3900816287788904,0.3395873475392719,0.3266778985335294,0.7689191305585875,0.15039082150823405,0.30416900004745856,0.03763347729106353,0.31992382895923305,No,2,1,1341,8,1,Urban,Urban city and town
"Humber, Coast and Vale",03H,NHS North East Lincolnshire CCG,Exemplar,Heneage,E05001717,0.5439069454942471,0.5592928529436466,0.587365238493058,0.4453200903493301,0.3475023537680179,0.7235299447914317,0,0.5701608518651125,No,3,1,1402,4,1,Urban,Urban city and town
"Humber, Coast and Vale",03H,NHS North East Lincolnshire CCG,Exemplar,West Marsh,E05001725,1,1,0.9365180343576757,1,0.6290004106495106,1,0,0.9799945246731914,No,1,1,1344,4,1,Urban,Urban city and town
"Leicester, Leicestershire and Rutland",04C,NHS Leicester City CCG,Priority,Abbey,E05010458,0.5313594166675965,0.5125104604844738,0.4297072180132332,0.5552563237115472,0.5306303906363321,0.7471133247045959,0.05140254175825402,0.060987413945081045,No,2,2,2167,5,1,Urban,Urban city and town
"Leicester, Leicestershire and Rutland",04C,NHS Leicester City CCG,Priority,Beaumont Leys,E05010460,0.4277814945051359,0.43801246644747044,0.4407660175085054,0.4321243544452512,0.45462419807074655,0.6006034696103147,0.07573897151808368,0,No,5,3,1787,5,1,Urban,Urban city and town
"Leicester, Leicestershire and Rutland",04C,NHS Leicester City CCG,Priority,Braunstone Park & Rowley Fields,E05010462,0.732543613985955,0.668858508543814,0.6123075930975668,0.7245235889283119,0.7100822796138174,0.8236202503658626,0.021389277855571112,0.2529005801160232,No,2,2,1896,5,1,Urban,Urban city and town
"Leicester, Leicestershire and Rutland",04C,NHS Leicester City CCG,Priority,Eyres Monsell,E05010465,0.9572000302046365,0.9173667220418334,0.8589155591633316,0.9854715698859775,0.9925394548063127,0.8714179189005512,0,0,No,1,2,1290,5,1,Urban,Urban city and town
"Leicester, Leicestershire and Rutland",04C,NHS Leicester City CCG,Priority,Saffron,E05010471,0.5887580109443158,0.5346326456279106,0.47511577386372505,0.47890617547328523,0.9815126050420167,0.5580571237783039,0.010973801285219967,0.4768400239352707,No,5,1,1547,5,1,Urban,Urban city and town
"Leicester, Leicestershire and Rutland",04C,NHS Leicester City CCG,Priority,Thurncourt,E05010474,0.3385617411743879,0.39146673092148293,0.3148335193772528,0.5058645633049268,0.3767846693253736,0.007385779687937952,0,0,No,1,4,1182,5,1,Urban,Urban city and town
"Leicester, Leicestershire and Rutland",04C,NHS Leicester City CCG,Priority,Troon,E05010475,0.27488651160143157,0.36890506819976804,0.3091945169805682,0.35834210882078793,0.3022560710956788,0.22805564844922901,0.019038657208114228,0.10667322456472393,No,5,4,920,5,1,Urban,Urban city and town
"Leicester, Leicestershire and Rutland",04C,NHS Leicester City CCG,Exemplar,Westcotes,E05010476,0.15400497265995758,0.05933540207918545,0,0.17545068725612073,0.36225843770273336,1,0,0.9334088606664515,No,9,3,2147,5,1,Urban,Urban city and town
"Bristol, North Somerset and South Gloucestershire",15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Priority,Avonmouth and Lawrence Weston,E05010886,0.46527050044205126,0.3743254346837959,0.39805022901754716,0.6563817725009116,0.436157175466901,0.6085179792510601,0.07040241654720457,0.029821606069839107,No,4,3,2477,10,1,Urban,Urban city and town
"Bristol, North Somerset and South Gloucestershire",15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Priority,Filwood,E05010898,0.8275660092603446,0.766765875923104,0.7066390223889345,0.9672686379088032,0.7498498124487164,0.8192915909623726,0.07197903235259641,0,No,2,1,1199,10,1,Urban,Urban city and town
"Bristol, North Somerset and South Gloucestershire",15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Priority,Hartcliffe and Withywood,E05010900,0.932709443925469,0.8773793008933216,0.8884644321506283,1,0.9154710495550172,0.9940134305899726,0.1203532731818919,0,No,1,1,2368,10,1,Urban,Urban city and town
"Bristol, North Somerset and South Gloucestershire",15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Priority,Henbury and Brentry,E05010901,0.37712040000992575,0.4003966186092293,0.375610643771144,0.4654176695865075,0.38257711109456805,0.7119033143915895,0.1268242801723781,0,No,5,4,1637,10,1,Urban,Urban city and town
"Bristol, North Somerset and South Gloucestershire",15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Priority,Lawrence Hill,E05010907,0.9030053068300623,0.819233090269047,0.8212858144859256,0.7841942485078677,0.8701069306406574,0.7535501502057885,0.6963013644243875,0.10421515821235258,No,6,1,2918,10,1,Urban,Urban city and town
"Bristol, North Somerset and South Gloucestershire",15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Priority,Lockleaze,E05010908,0.47675069917363205,0.44726156994106403,0.3079790721926401,0.49014540441466914,0.48517337135995187,0.7342397573037968,0.32420661568361003,0,No,5,2,1370,10,1,Urban,Urban city and town
"Bristol, North Somerset and South Gloucestershire",15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Priority,Southmead,E05010913,0.6432742845187926,0.4827012164141188,0.5683747272781613,0.7005179046423554,0.7073554841106172,0.8234425501573354,0.1353902217212537,0,No,3,2,1435,10,1,Urban,Urban city and town
"Bristol, North Somerset and South Gloucestershire",15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Priority,St George Central,E05010910,0.29296717196671734,0.17941202047552224,0.19072593236753163,0.26555487479494827,0.4753216593869201,0.5880915864576951,0.07296381208372035,0.07284127517441744,No,5,4,1572,10,1,Urban,Urban city and town
"Bristol, North Somerset and South Gloucestershire",15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Exemplar,Weston-super-Mare South,E05010297,0.8933889719716339,0.8740783443484973,0.9599840802740122,0.8604949587534372,0.7847785710839885,0.8850166433498963,0.02617468281152007,0.03340778619325582,No,2,1,1308,9,1,Urban,Urban city and town
"Bristol, North Somerset and South Gloucestershire",15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Exemplar,Weston-super-Mare Central,E05010298,0.8237020141293521,0.7492450240219629,0.9841331193460658,0.3405287412078583,0.8080237484583112,0.6981262352862252,0,0.11874616190441785,No,3,3,2165,9,1,Urban,Urban city and town
